ID,BILL_NUMBER,METHOD,TIP
38954,204581,Czek,121
38955,15013,Karta,73
38956,42041,Bon,101
38957,155293,Gotówka,132
38958,77487,Czek,131
38959,137757,Gotówka,126
38960,229354,Bon,82
38961,257031,Gotówka,141
38962,98470,Karta,142
38963,275381,Gotówka,50
38964,127325,Gotówka,72
38965,16348,Karta,150
38966,276885,Czek,0
38967,135833,Gotówka,8
38968,59196,Karta,31
38969,194101,Gotówka,32
38970,40617,Gotówka,51
38971,20143,Gotówka,136
38972,108593,Gotówka,79
38973,272147,Czek,43
38974,217981,Czek,29
38975,167711,Karta,94
38976,58357,Gotówka,132
38977,98330,Bon,39
38978,169983,Czek,51
38979,294567,Bon,12
38980,1245,Karta,40
38981,32404,Karta,46
38982,283150,Gotówka,12
38983,36669,Czek,35
38984,124588,Czek,115
38985,28557,Gotówka,106
38986,99596,Bon,78
38987,97363,Bon,121
38988,240009,Gotówka,33
38989,2152,Gotówka,52
38990,119690,Gotówka,53
38991,86968,Czek,7
38992,50550,Bon,88
38993,270395,Karta,87
38994,57297,Bon,51
38995,101542,Czek,124
38996,136407,Karta,102
38997,254904,Gotówka,25
38998,102924,Czek,82
38999,283274,Czek,24
39000,290098,Karta,60
39001,111912,Gotówka,124
39002,47097,Czek,25
39003,211835,Bon,64
39004,92278,Karta,80
39005,61108,Karta,64
39006,295602,Bon,80
39007,217055,Karta,61
39008,143724,Czek,40
39009,189134,Gotówka,134
39010,44083,Czek,135
39011,290994,Bon,38
39012,93977,Czek,119
39013,256457,Czek,4
39014,239142,Karta,128
39015,211216,Bon,30
39016,208928,Karta,67
39017,46440,Czek,101
39018,261372,Karta,52
39019,10188,Karta,82
39020,278944,Karta,123
39021,61612,Bon,92
39022,36275,Bon,87
39023,271954,Karta,35
39024,73956,Gotówka,103
39025,160842,Karta,50
39026,240649,Karta,51
39027,210093,Karta,149
39028,56548,Gotówka,5
39029,101035,Gotówka,128
39030,18933,Gotówka,56
39031,7662,Czek,107
39032,217951,Karta,131
39033,7750,Karta,53
39034,206958,Karta,45
39035,95307,Bon,38
39036,226648,Bon,7
39037,210652,Karta,130
39038,54843,Bon,39
39039,214208,Czek,74
39040,75364,Gotówka,38
39041,60712,Czek,36
39042,47744,Gotówka,82
39043,259621,Bon,19
39044,203232,Gotówka,42
39045,138330,Karta,65
39046,296191,Gotówka,22
39047,229886,Czek,28
39048,150706,Gotówka,17
39049,180538,Karta,25
39050,139858,Gotówka,133
39051,1284,Czek,96
39052,253206,Gotówka,69
39053,56116,Gotówka,98
39054,5042,Gotówka,11
39055,109902,Gotówka,94
39056,240027,Bon,102
39057,4865,Gotówka,142
39058,60488,Bon,109
39059,53126,Gotówka,50
39060,54027,Gotówka,100
39061,205483,Karta,100
39062,85839,Karta,119
39063,275621,Bon,0
39064,261401,Czek,81
39065,156172,Gotówka,138
39066,29030,Gotówka,115
39067,250653,Czek,45
39068,265514,Bon,138
39069,229914,Czek,47
39070,252276,Karta,19
39071,81751,Bon,149
39072,163197,Bon,102
39073,291963,Karta,107
39074,161829,Karta,87
39075,210559,Czek,81
39076,18540,Czek,12
39077,63640,Czek,1
39078,58397,Czek,143
39079,51975,Czek,122
39080,102942,Bon,68
39081,60690,Gotówka,56
39082,265407,Karta,62
39083,213760,Bon,65
39084,72494,Gotówka,90
39085,14448,Bon,15
39086,205087,Czek,105
39087,24878,Bon,39
39088,251807,Bon,69
39089,98932,Karta,51
39090,207052,Bon,10
39091,178050,Bon,86
39092,20056,Bon,135
39093,189107,Czek,126
39094,151532,Gotówka,135
39095,164791,Gotówka,53
39096,296298,Bon,104
39097,64811,Bon,25
39098,74997,Karta,114
39099,257403,Karta,34
39100,220609,Gotówka,61
39101,242310,Karta,83
39102,120234,Bon,71
39103,256199,Karta,79
39104,198614,Czek,27
39105,35410,Czek,69
39106,38053,Czek,81
39107,62851,Gotówka,64
39108,131618,Bon,85
39109,69977,Gotówka,136
39110,151110,Bon,145
39111,175380,Czek,62
39112,292569,Karta,40
39113,105905,Karta,31
39114,83006,Karta,88
39115,268255,Czek,88
39116,82370,Karta,7
39117,132789,Bon,26
39118,82641,Bon,54
39119,140398,Karta,13
39120,171151,Karta,69
39121,101000,Karta,142
39122,46547,Bon,125
39123,57122,Karta,28
39124,150850,Bon,122
39125,131468,Czek,40
39126,107521,Czek,23
39127,208385,Bon,120
39128,193924,Czek,34
39129,253737,Karta,35
39130,277867,Bon,0
39131,71925,Karta,72
39132,126515,Karta,143
39133,282857,Gotówka,109
39134,165366,Bon,88
39135,224950,Karta,34
39136,150953,Bon,43
39137,146795,Czek,19
39138,267654,Karta,23
39139,59556,Bon,31
39140,152204,Czek,53
39141,79260,Karta,36
39142,123786,Czek,70
39143,15601,Gotówka,116
39144,68809,Czek,96
39145,299249,Gotówka,124
39146,58688,Czek,122
39147,107011,Czek,143
39148,32240,Bon,45
39149,176076,Bon,114
39150,107011,Karta,132
39151,67939,Bon,98
39152,268743,Czek,13
39153,176756,Czek,150
39154,227916,Czek,93
39155,126918,Czek,40
39156,231458,Bon,15
39157,269129,Czek,88
39158,218319,Czek,3
39159,258089,Gotówka,129
39160,65281,Gotówka,16
39161,15328,Karta,80
39162,283473,Bon,83
39163,14386,Bon,98
39164,11462,Gotówka,83
39165,34685,Gotówka,28
39166,190037,Karta,42
39167,143817,Bon,147
39168,85481,Bon,92
39169,18893,Gotówka,34
39170,202435,Gotówka,50
39171,133365,Gotówka,87
39172,280235,Czek,5
39173,234190,Gotówka,98
39174,258794,Karta,7
39175,107193,Czek,111
39176,8531,Gotówka,10
39177,148425,Karta,124
39178,239314,Karta,64
39179,194890,Bon,8
39180,298805,Gotówka,103
39181,55922,Bon,16
39182,220414,Karta,27
39183,94329,Gotówka,117
39184,148984,Karta,145
39185,166789,Bon,63
39186,253578,Karta,84
39187,154851,Bon,36
39188,172848,Gotówka,19
39189,85929,Czek,35
39190,58252,Czek,142
39191,181321,Gotówka,2
39192,247886,Bon,119
39193,219152,Karta,49
39194,6234,Czek,102
39195,266372,Czek,94
39196,116107,Karta,137
39197,83689,Karta,132
39198,264610,Czek,115
39199,78634,Bon,36
39200,160245,Karta,114
39201,85499,Czek,92
39202,59142,Gotówka,67
39203,91736,Czek,64
39204,9774,Bon,142
39205,50875,Czek,137
39206,16625,Karta,73
39207,20302,Gotówka,117
39208,138235,Gotówka,143
39209,92630,Bon,67
39210,165509,Karta,65
39211,28022,Gotówka,81
39212,239850,Karta,112
39213,236561,Karta,2
39214,276952,Czek,114
39215,154297,Czek,31
39216,249763,Bon,7
39217,110244,Karta,101
39218,10711,Karta,49
39219,103733,Bon,65
39220,46169,Czek,140
39221,35705,Bon,105
39222,172485,Karta,128
39223,264942,Bon,65
39224,296929,Bon,33
39225,102661,Karta,39
39226,279802,Bon,52
39227,94017,Czek,102
39228,224431,Karta,107
39229,166222,Czek,25
39230,123928,Gotówka,84
39231,263109,Karta,145
39232,264740,Karta,66
39233,26525,Karta,49
39234,281612,Bon,93
39235,201393,Gotówka,42
39236,289075,Bon,62
39237,205125,Karta,20
39238,151420,Karta,14
39239,240937,Karta,4
39240,196156,Czek,46
39241,243105,Gotówka,106
39242,133440,Gotówka,142
39243,111351,Czek,125
39244,225459,Czek,69
39245,236279,Karta,125
39246,175996,Karta,143
39247,64222,Bon,44
39248,241947,Bon,90
39249,57988,Bon,10
39250,125515,Karta,120
39251,263097,Bon,23
39252,236398,Czek,118
39253,132273,Gotówka,27
39254,229858,Czek,45
39255,246129,Gotówka,69
39256,224537,Bon,36
39257,153011,Czek,121
39258,202952,Karta,87
39259,11471,Gotówka,101
39260,176759,Gotówka,89
39261,211366,Gotówka,107
39262,50859,Gotówka,38
39263,97945,Bon,144
39264,205754,Bon,86
39265,72172,Czek,92
39266,121457,Karta,17
39267,241955,Czek,131
39268,210414,Gotówka,33
39269,34806,Czek,56
39270,287026,Czek,145
39271,154765,Czek,113
39272,294706,Bon,2
39273,41061,Czek,80
39274,61189,Bon,21
39275,78547,Gotówka,9
39276,202153,Bon,10
39277,154808,Karta,121
39278,58876,Karta,20
39279,90927,Bon,131
39280,47929,Czek,62
39281,187769,Gotówka,110
39282,203814,Gotówka,77
39283,80126,Czek,88
39284,155274,Czek,138
39285,91937,Czek,127
39286,82580,Bon,69
39287,70251,Karta,43
39288,46924,Bon,8
39289,226238,Bon,79
39290,120431,Czek,60
39291,161429,Gotówka,147
39292,204356,Czek,32
39293,276846,Gotówka,103
39294,25924,Gotówka,79
39295,182552,Czek,93
39296,45350,Bon,140
39297,110288,Bon,45
39298,114467,Bon,12
39299,141340,Bon,46
39300,181474,Bon,105
39301,97385,Czek,57
39302,212659,Karta,101
39303,75877,Czek,79
39304,91982,Bon,81
39305,236620,Bon,134
39306,132858,Karta,126
39307,187114,Karta,84
39308,144787,Bon,35
39309,53066,Bon,19
39310,137139,Karta,32
39311,233253,Czek,83
39312,6727,Czek,143
39313,29349,Bon,17
39314,169568,Czek,52
39315,220123,Czek,135
39316,285618,Bon,73
39317,161004,Czek,28
39318,121412,Gotówka,118
39319,190846,Gotówka,27
39320,158305,Bon,50
39321,3518,Czek,72
39322,293691,Gotówka,133
39323,140229,Czek,118
39324,83628,Bon,27
39325,146682,Karta,130
39326,245350,Czek,150
39327,162359,Czek,45
39328,179048,Karta,14
39329,65215,Czek,83
39330,155589,Czek,144
39331,230739,Karta,47
39332,162370,Gotówka,58
39333,13522,Bon,97
39334,281183,Czek,57
39335,272809,Bon,128
39336,197729,Bon,6
39337,280175,Gotówka,121
39338,180470,Bon,68
39339,268599,Czek,54
39340,79775,Bon,51
39341,102893,Bon,92
39342,159841,Czek,123
39343,212891,Bon,79
39344,236924,Gotówka,24
39345,126992,Gotówka,22
39346,84546,Czek,97
39347,131360,Karta,48
39348,179641,Gotówka,74
39349,114345,Czek,142
39350,13853,Bon,43
39351,227311,Czek,67
39352,122586,Gotówka,38
39353,101395,Bon,92
39354,74187,Czek,64
39355,74787,Karta,83
39356,12993,Gotówka,48
39357,191,Karta,55
39358,44121,Gotówka,95
39359,179485,Bon,19
39360,22460,Gotówka,73
39361,109456,Czek,54
39362,23126,Karta,29
39363,128864,Karta,6
39364,270677,Gotówka,104
39365,284768,Czek,66
39366,20527,Gotówka,14
39367,21668,Bon,119
39368,27203,Bon,55
39369,48509,Gotówka,136
39370,158973,Czek,48
39371,35443,Karta,42
39372,229687,Karta,66
39373,122531,Bon,144
39374,94606,Czek,77
39375,216479,Gotówka,22
39376,146230,Bon,34
39377,230703,Bon,133
39378,245450,Karta,119
39379,241442,Karta,63
39380,51383,Gotówka,141
39381,116764,Gotówka,121
39382,11775,Czek,15
39383,139077,Czek,144
39384,105442,Gotówka,121
39385,108828,Czek,49
39386,268708,Gotówka,56
39387,106082,Bon,68
39388,257981,Bon,46
39389,253790,Czek,38
39390,48330,Karta,46
39391,227367,Czek,61
39392,140045,Gotówka,9
39393,201598,Czek,123
39394,275734,Karta,131
39395,269566,Czek,55
39396,35063,Bon,13
39397,111700,Bon,59
39398,150493,Bon,17
39399,138414,Bon,3
39400,244120,Bon,114
39401,260047,Czek,36
39402,281440,Bon,20
39403,168643,Karta,93
39404,224594,Bon,102
39405,104072,Gotówka,87
39406,18974,Czek,3
39407,130485,Gotówka,115
39408,161225,Gotówka,127
39409,230373,Bon,145
39410,158762,Czek,28
39411,180112,Bon,47
39412,134891,Karta,69
39413,182340,Gotówka,18
39414,251726,Karta,148
39415,216434,Karta,99
39416,18894,Karta,64
39417,152120,Karta,99
39418,79492,Bon,49
39419,206495,Bon,112
39420,99431,Karta,7
39421,299104,Karta,32
39422,262230,Czek,142
39423,231445,Bon,123
39424,257174,Bon,103
39425,154461,Bon,5
39426,245592,Gotówka,72
39427,188910,Bon,104
39428,143144,Karta,140
39429,205047,Karta,127
39430,206989,Gotówka,22
39431,7300,Bon,138
39432,50467,Bon,63
39433,153763,Bon,14
39434,112731,Gotówka,104
39435,221272,Czek,118
39436,106685,Gotówka,23
39437,39016,Czek,3
39438,104647,Karta,141
39439,238655,Gotówka,18
39440,208829,Karta,142
39441,288136,Bon,26
39442,299127,Czek,4
39443,238631,Bon,133
39444,87162,Czek,86
39445,61134,Czek,116
39446,103030,Czek,110
39447,93399,Gotówka,25
39448,271934,Bon,67
39449,37331,Gotówka,16
39450,289304,Bon,53
39451,137734,Czek,67
39452,173961,Bon,92
39453,236173,Czek,113
39454,162811,Gotówka,108
39455,23429,Karta,97
39456,225918,Gotówka,40
39457,201428,Gotówka,23
39458,295754,Czek,61
39459,171663,Gotówka,46
39460,243212,Karta,71
39461,122570,Bon,56
39462,138276,Karta,55
39463,223853,Gotówka,30
39464,106094,Gotówka,119
39465,201329,Bon,108
39466,194161,Czek,115
39467,274717,Gotówka,14
39468,46165,Gotówka,119
39469,25691,Czek,58
39470,168260,Karta,23
39471,21476,Bon,57
39472,123576,Karta,23
39473,193218,Karta,122
39474,152175,Gotówka,9
39475,16643,Czek,61
39476,117103,Karta,81
39477,273702,Bon,100
39478,245563,Karta,120
39479,15433,Karta,37
39480,275919,Karta,39
39481,60538,Bon,16
39482,190167,Karta,148
39483,130278,Bon,61
39484,170628,Karta,67
39485,197679,Gotówka,53
39486,56073,Gotówka,25
39487,49174,Czek,127
39488,187125,Gotówka,143
39489,187589,Gotówka,113
39490,180381,Karta,40
39491,242950,Gotówka,120
39492,95669,Bon,6
39493,48722,Czek,28
39494,276241,Czek,60
39495,131095,Bon,49
39496,294472,Karta,20
39497,246000,Bon,13
39498,169404,Gotówka,72
39499,22614,Bon,148
39500,139218,Bon,21
39501,110286,Gotówka,121
39502,295091,Czek,58
39503,229209,Czek,58
39504,70377,Karta,75
39505,30450,Karta,90
39506,275528,Karta,48
39507,93735,Bon,103
39508,112706,Gotówka,56
39509,259726,Karta,17
39510,55769,Bon,138
39511,292010,Bon,150
39512,54665,Bon,54
39513,26878,Czek,30
39514,231653,Karta,59
39515,198361,Bon,118
39516,41197,Gotówka,84
39517,58736,Czek,61
39518,135594,Czek,39
39519,174807,Bon,35
39520,172565,Czek,98
39521,68834,Karta,59
39522,41439,Gotówka,75
39523,266549,Karta,100
39524,284936,Karta,64
39525,266435,Gotówka,50
39526,45497,Gotówka,46
39527,209213,Bon,56
39528,148580,Gotówka,72
39529,106338,Gotówka,53
39530,244902,Karta,75
39531,12433,Bon,48
39532,166381,Bon,10
39533,43883,Czek,137
39534,277367,Gotówka,134
39535,211227,Bon,112
39536,95102,Czek,77
39537,46754,Czek,135
39538,52856,Bon,98
39539,194395,Karta,13
39540,132131,Czek,65
39541,147339,Gotówka,100
39542,96439,Czek,116
39543,77168,Karta,149
39544,23045,Karta,30
39545,264343,Gotówka,73
39546,164718,Czek,6
39547,32885,Czek,34
39548,42130,Bon,32
39549,277299,Bon,21
39550,139634,Czek,30
39551,185754,Czek,130
39552,295432,Bon,98
39553,69273,Bon,2
39554,97804,Bon,34
39555,16659,Czek,142
39556,176706,Karta,67
39557,75704,Bon,20
39558,51252,Karta,135
39559,229060,Czek,4
39560,30829,Karta,10
39561,62459,Bon,120
39562,171596,Gotówka,12
39563,239260,Bon,121
39564,281231,Czek,102
39565,42233,Bon,70
39566,182648,Karta,79
39567,15362,Gotówka,55
39568,150552,Gotówka,128
39569,158023,Czek,74
39570,266826,Karta,64
39571,13292,Gotówka,113
39572,98344,Bon,17
39573,209744,Karta,78
39574,129672,Czek,118
39575,255626,Karta,49
39576,259118,Czek,138
39577,204976,Bon,144
39578,172866,Czek,72
39579,31239,Karta,40
39580,15481,Karta,54
39581,115186,Karta,54
39582,70352,Gotówka,41
39583,284001,Gotówka,100
39584,116319,Karta,18
39585,182980,Karta,36
39586,298924,Bon,98
39587,109523,Gotówka,67
39588,109674,Bon,93
39589,47784,Karta,64
39590,186202,Czek,98
39591,209877,Karta,59
39592,188672,Bon,125
39593,264876,Bon,63
39594,208428,Gotówka,150
39595,36132,Gotówka,62
39596,117726,Karta,75
39597,193298,Gotówka,82
39598,109388,Gotówka,145
39599,291768,Bon,105
39600,76959,Karta,148
39601,12267,Bon,75
39602,198649,Bon,40
39603,271810,Karta,150
39604,247707,Gotówka,23
39605,204901,Czek,24
39606,77158,Bon,83
39607,124509,Czek,85
39608,13543,Bon,122
39609,273336,Gotówka,77
39610,130818,Karta,87
39611,218903,Bon,110
39612,153952,Karta,127
39613,17121,Gotówka,131
39614,279682,Gotówka,85
39615,297739,Czek,120
39616,56333,Karta,22
39617,146015,Karta,9
39618,16581,Gotówka,78
39619,236436,Czek,97
39620,123877,Karta,10
39621,23865,Czek,144
39622,47553,Karta,33
39623,91593,Karta,90
39624,14519,Gotówka,31
39625,212162,Czek,41
39626,15139,Gotówka,74
39627,185349,Bon,70
39628,257328,Gotówka,48
39629,203188,Bon,84
39630,120845,Bon,100
39631,266244,Czek,74
39632,6689,Czek,14
39633,161259,Czek,141
39634,200891,Czek,6
39635,77898,Karta,88
39636,66578,Czek,95
39637,9172,Karta,147
39638,114285,Bon,30
39639,14338,Karta,35
39640,92535,Karta,11
39641,143672,Czek,23
39642,235922,Czek,54
39643,170640,Bon,144
39644,87891,Bon,12
39645,150675,Bon,19
39646,289454,Czek,14
39647,245504,Karta,148
39648,157997,Karta,58
39649,41236,Karta,16
39650,39899,Czek,67
39651,152564,Gotówka,147
39652,244843,Bon,128
39653,39345,Karta,39
39654,248991,Bon,64
39655,166421,Bon,64
39656,228415,Karta,10
39657,206995,Bon,10
39658,164065,Karta,134
39659,174498,Bon,81
39660,285710,Karta,38
39661,188801,Karta,45
39662,84525,Gotówka,70
39663,94415,Czek,120
39664,250448,Czek,28
39665,208203,Gotówka,96
39666,117057,Karta,94
39667,109089,Czek,138
39668,198946,Bon,109
39669,136566,Bon,115
39670,195199,Gotówka,80
39671,120393,Gotówka,57
39672,118325,Czek,55
39673,196204,Bon,150
39674,170634,Gotówka,44
39675,134028,Gotówka,98
39676,100534,Bon,101
39677,162769,Karta,54
39678,240152,Gotówka,26
39679,44214,Gotówka,103
39680,60481,Gotówka,117
39681,113788,Karta,110
39682,2538,Czek,70
39683,44356,Bon,31
39684,130924,Bon,24
39685,107853,Karta,119
39686,253287,Bon,71
39687,215631,Bon,5
39688,187855,Gotówka,39
39689,96828,Gotówka,18
39690,214474,Gotówka,101
39691,187515,Czek,97
39692,176322,Czek,64
39693,163492,Bon,47
39694,85805,Czek,143
39695,76094,Bon,14
39696,112851,Karta,70
39697,271671,Gotówka,8
39698,90147,Karta,131
39699,54281,Czek,80
39700,166379,Gotówka,20
39701,264808,Czek,0
39702,172435,Karta,77
39703,118395,Bon,133
39704,89533,Czek,48
39705,9483,Czek,16
39706,174035,Karta,68
39707,160934,Karta,38
39708,119179,Gotówka,103
39709,205586,Karta,141
39710,4106,Gotówka,25
39711,85038,Czek,51
39712,31763,Czek,140
39713,182985,Czek,128
39714,52289,Karta,29
39715,154901,Bon,0
39716,12318,Karta,2
39717,67161,Bon,79
39718,286552,Karta,125
39719,31358,Gotówka,32
39720,293637,Czek,37
39721,252167,Gotówka,76
39722,47945,Karta,0
39723,223591,Gotówka,41
39724,220332,Czek,146
39725,228150,Bon,53
39726,188036,Gotówka,38
39727,167853,Czek,15
39728,210506,Czek,113
39729,35190,Czek,148
39730,280680,Karta,95
39731,25796,Czek,80
39732,129057,Bon,68
39733,113788,Karta,123
39734,56154,Gotówka,137
39735,18812,Karta,112
39736,223564,Gotówka,131
39737,127396,Gotówka,33
39738,44279,Czek,45
39739,31470,Gotówka,125
39740,194355,Bon,91
39741,47325,Gotówka,57
39742,246399,Bon,115
39743,193017,Czek,83
39744,198893,Karta,99
39745,199339,Gotówka,31
39746,214665,Bon,81
39747,130602,Czek,11
39748,55794,Czek,27
39749,159696,Karta,26
39750,97164,Bon,108
39751,173327,Gotówka,96
39752,136550,Czek,43
39753,143599,Czek,134
39754,243638,Bon,27
39755,65429,Gotówka,146
39756,294938,Karta,1
39757,26557,Gotówka,24
39758,102094,Czek,54
39759,124820,Gotówka,19
39760,52441,Czek,149
39761,229960,Bon,134
39762,138541,Bon,132
39763,81042,Gotówka,127
39764,196027,Gotówka,111
39765,267644,Czek,142
39766,76355,Czek,12
39767,36996,Gotówka,139
39768,158117,Czek,11
39769,192226,Gotówka,103
39770,279243,Karta,77
39771,19620,Gotówka,81
39772,158023,Bon,50
39773,150628,Karta,81
39774,254445,Bon,10
39775,28262,Czek,29
39776,5019,Czek,108
39777,68359,Gotówka,7
39778,109423,Karta,48
39779,149196,Karta,93
39780,60773,Czek,70
39781,247555,Gotówka,115
39782,5521,Karta,20
39783,64226,Czek,62
39784,174367,Karta,5
39785,211665,Czek,149
39786,105151,Karta,108
39787,68768,Karta,69
39788,107345,Czek,61
39789,282209,Gotówka,1
39790,162888,Bon,97
39791,146744,Czek,21
39792,38679,Karta,72
39793,240733,Bon,132
39794,257421,Czek,62
39795,88705,Bon,99
39796,227952,Gotówka,29
39797,268338,Czek,20
39798,259779,Czek,102
39799,112633,Gotówka,137
39800,233215,Czek,93
39801,133252,Bon,119
39802,218534,Karta,105
39803,10810,Gotówka,130
39804,43150,Gotówka,124
39805,61935,Karta,23
39806,136931,Czek,139
39807,268171,Gotówka,115
39808,76967,Czek,73
39809,123938,Karta,106
39810,207572,Czek,110
39811,207346,Gotówka,100
39812,266297,Karta,134
39813,18914,Czek,97
39814,10166,Karta,7
39815,136779,Karta,80
39816,171550,Bon,14
39817,53690,Gotówka,23
39818,104889,Gotówka,85
39819,190149,Karta,88
39820,153618,Czek,1
39821,176001,Bon,0
39822,216430,Bon,54
39823,249487,Czek,139
39824,209449,Gotówka,67
39825,249387,Czek,25
39826,121412,Gotówka,33
39827,259290,Bon,134
39828,267520,Czek,56
39829,194087,Gotówka,58
39830,268713,Bon,77
39831,271227,Karta,116
39832,182391,Czek,82
39833,8168,Bon,49
39834,90405,Karta,45
39835,192537,Bon,105
39836,169008,Gotówka,121
39837,164906,Gotówka,12
39838,43007,Czek,79
39839,275279,Czek,23
39840,46460,Czek,89
39841,99344,Gotówka,17
39842,38656,Czek,68
39843,19150,Gotówka,75
39844,88105,Gotówka,98
39845,2463,Gotówka,75
39846,77159,Bon,75
39847,166087,Gotówka,58
39848,164981,Karta,147
39849,93946,Karta,50
39850,241720,Czek,84
39851,170101,Czek,127
39852,203986,Karta,133
39853,24097,Karta,87
39854,128916,Bon,40
39855,161273,Karta,124
39856,5130,Karta,61
39857,207928,Czek,93
39858,72695,Czek,135
39859,283142,Czek,129
39860,31025,Karta,150
39861,228263,Gotówka,62
39862,123101,Bon,92
39863,174602,Czek,92
39864,285064,Gotówka,109
39865,99528,Bon,39
39866,146489,Karta,129
39867,46655,Czek,81
39868,96126,Karta,40
39869,109841,Gotówka,78
39870,160309,Bon,13
39871,206703,Bon,141
39872,96651,Gotówka,10
39873,210086,Czek,149
39874,45574,Bon,74
39875,239098,Czek,49
39876,139186,Czek,136
39877,122722,Karta,111
39878,118211,Karta,26
39879,100815,Gotówka,143
39880,181087,Karta,108
39881,261992,Bon,143
39882,107788,Gotówka,108
39883,126311,Karta,74
39884,178902,Gotówka,95
39885,42205,Karta,41
39886,54012,Karta,52
39887,130096,Karta,45
39888,281868,Czek,3
39889,27096,Gotówka,92
39890,505,Karta,124
39891,134073,Bon,141
39892,178384,Bon,88
39893,233702,Czek,96
39894,21985,Czek,33
