ID,GENDER,TYPE,AGE
72459,M,Pracownik,80
72460,K,Pracownik,9
72461,M,Pracownik,16
72462,K,Zwykły,55
72463,K,Zwykły,10
72464,K,Zwykły,60
72465,M,Stały klient,8
72466,K,Zwykły,52
72467,K,Stały klient,72
72468,M,Zwykły,4
72469,K,Zwykły,80
72470,K,Zwykły,51
72471,K,Stały klient,69
72472,M,Stały klient,15
72473,M,Pracownik,43
72474,M,Stały klient,24
72475,M,Zwykły,6
72476,M,Zwykły,53
72477,K,Pracownik,74
72478,K,Pracownik,54
72479,M,Stały klient,17
72480,M,Zwykły,0
72481,M,Pracownik,78
72482,M,Stały klient,14
72483,M,Stały klient,77
72484,M,Stały klient,63
72485,M,Stały klient,9
72486,K,Pracownik,51
72487,K,Stały klient,59
72488,K,Stały klient,19
72489,K,Zwykły,26
72490,K,Zwykły,39
72491,M,Zwykły,53
72492,K,Pracownik,77
72493,M,Pracownik,29
72494,K,Pracownik,19
72495,K,Zwykły,34
72496,M,Zwykły,9
72497,M,Stały klient,13
72498,M,Pracownik,59
72499,M,Pracownik,4
72500,M,Pracownik,20
72501,M,Stały klient,1
72502,M,Pracownik,60
72503,M,Zwykły,7
72504,M,Stały klient,44
72505,M,Zwykły,25
72506,M,Pracownik,12
72507,M,Zwykły,75
72508,M,Pracownik,79
72509,K,Stały klient,62
72510,M,Zwykły,62
72511,M,Stały klient,11
72512,K,Pracownik,68
72513,K,Pracownik,56
72514,M,Stały klient,52
72515,K,Zwykły,51
72516,K,Stały klient,32
72517,M,Pracownik,9
72518,M,Zwykły,23
72519,K,Pracownik,79
72520,K,Zwykły,67
72521,M,Zwykły,64
72522,K,Pracownik,50
72523,M,Stały klient,11
72524,K,Stały klient,17
72525,K,Zwykły,9
72526,K,Pracownik,8
72527,K,Pracownik,12
72528,K,Pracownik,41
72529,M,Pracownik,71
72530,M,Stały klient,70
72531,M,Pracownik,17
72532,K,Stały klient,31
72533,K,Pracownik,58
72534,K,Stały klient,68
72535,K,Zwykły,20
72536,K,Stały klient,66
72537,M,Stały klient,63
72538,M,Zwykły,10
72539,K,Stały klient,80
72540,M,Stały klient,6
72541,M,Zwykły,44
72542,K,Pracownik,12
72543,K,Pracownik,78
72544,K,Pracownik,79
72545,M,Zwykły,28
72546,M,Pracownik,67
72547,M,Pracownik,15
72548,M,Zwykły,55
72549,K,Pracownik,43
72550,K,Pracownik,4
72551,K,Pracownik,40
72552,M,Pracownik,27
72553,K,Pracownik,8
72554,K,Zwykły,46
72555,K,Pracownik,11
72556,M,Zwykły,23
72557,K,Stały klient,25
72558,K,Zwykły,1
72559,K,Pracownik,13
72560,K,Stały klient,40
72561,K,Stały klient,75
72562,M,Zwykły,1
72563,M,Pracownik,60
72564,M,Stały klient,35
72565,M,Zwykły,69
72566,M,Zwykły,29
72567,M,Pracownik,20
72568,K,Zwykły,8
72569,M,Stały klient,21
72570,K,Zwykły,14
72571,M,Pracownik,49
72572,K,Zwykły,77
72573,K,Stały klient,31
72574,M,Pracownik,72
72575,K,Pracownik,18
72576,K,Pracownik,36
72577,K,Stały klient,12
72578,M,Stały klient,56
72579,K,Stały klient,12
72580,K,Zwykły,27
72581,K,Zwykły,10
72582,K,Pracownik,40
72583,M,Stały klient,54
72584,M,Stały klient,28
72585,K,Zwykły,79
72586,K,Pracownik,21
72587,K,Stały klient,73
72588,M,Zwykły,78
72589,K,Pracownik,72
72590,K,Zwykły,25
72591,K,Zwykły,16
72592,K,Zwykły,3
72593,M,Pracownik,8
72594,M,Pracownik,49
72595,M,Stały klient,43
72596,K,Pracownik,59
72597,M,Stały klient,2
72598,K,Stały klient,60
72599,M,Stały klient,77
72600,M,Pracownik,62
72601,K,Stały klient,50
72602,M,Zwykły,16
72603,M,Stały klient,25
72604,M,Stały klient,57
72605,K,Stały klient,69
72606,M,Stały klient,15
72607,K,Zwykły,6
72608,M,Zwykły,63
72609,K,Zwykły,35
72610,M,Pracownik,4
72611,M,Zwykły,56
72612,M,Stały klient,8
72613,K,Pracownik,58
72614,K,Stały klient,13
72615,K,Pracownik,31
72616,K,Zwykły,54
72617,M,Pracownik,38
72618,K,Zwykły,58
72619,M,Stały klient,26
72620,M,Zwykły,27
72621,M,Zwykły,62
72622,K,Pracownik,73
72623,M,Pracownik,26
72624,K,Pracownik,77
72625,K,Zwykły,30
72626,K,Zwykły,14
72627,K,Zwykły,20
72628,K,Zwykły,11
72629,M,Stały klient,10
72630,K,Stały klient,75
72631,M,Stały klient,15
72632,M,Pracownik,78
72633,M,Zwykły,50
72634,M,Zwykły,76
72635,K,Pracownik,56
72636,M,Stały klient,57
72637,M,Stały klient,55
72638,M,Pracownik,46
72639,M,Pracownik,80
72640,M,Zwykły,64
72641,K,Pracownik,9
72642,M,Pracownik,49
72643,M,Stały klient,46
72644,K,Zwykły,52
72645,K,Pracownik,75
72646,M,Zwykły,61
72647,M,Stały klient,19
72648,M,Zwykły,59
72649,M,Stały klient,3
72650,K,Zwykły,40
72651,K,Stały klient,27
72652,K,Pracownik,40
72653,K,Zwykły,61
72654,M,Pracownik,19
72655,M,Zwykły,58
72656,M,Stały klient,20
72657,M,Pracownik,18
72658,K,Pracownik,37
72659,M,Zwykły,47
72660,M,Zwykły,2
72661,K,Zwykły,65
72662,K,Pracownik,69
72663,K,Pracownik,30
72664,K,Zwykły,60
72665,K,Pracownik,0
72666,K,Zwykły,44
72667,M,Stały klient,45
72668,M,Pracownik,33
72669,M,Stały klient,40
72670,K,Pracownik,57
72671,M,Stały klient,45
72672,M,Pracownik,32
72673,K,Zwykły,13
72674,K,Zwykły,61
72675,M,Zwykły,74
72676,K,Stały klient,32
72677,K,Zwykły,72
72678,M,Stały klient,60
72679,K,Stały klient,38
72680,K,Zwykły,6
72681,K,Stały klient,18
72682,M,Stały klient,19
72683,M,Zwykły,72
72684,K,Stały klient,10
72685,M,Pracownik,29
72686,K,Stały klient,8
72687,M,Pracownik,39
72688,M,Stały klient,21
72689,K,Zwykły,54
72690,K,Pracownik,69
72691,M,Pracownik,45
72692,K,Stały klient,0
72693,M,Zwykły,24
72694,M,Stały klient,55
72695,K,Pracownik,52
72696,M,Pracownik,50
72697,K,Stały klient,72
72698,K,Stały klient,7
72699,K,Stały klient,30
72700,K,Pracownik,62
72701,M,Zwykły,2
72702,M,Pracownik,67
72703,M,Zwykły,12
72704,K,Pracownik,20
72705,K,Zwykły,79
72706,K,Pracownik,71
72707,K,Pracownik,65
72708,M,Pracownik,46
72709,K,Stały klient,63
72710,M,Stały klient,48
72711,M,Zwykły,77
72712,K,Pracownik,4
72713,K,Zwykły,50
72714,M,Stały klient,28
72715,K,Pracownik,51
72716,K,Stały klient,65
72717,K,Pracownik,10
72718,M,Stały klient,26
72719,K,Stały klient,21
72720,K,Zwykły,54
72721,M,Zwykły,35
72722,M,Stały klient,7
72723,M,Zwykły,43
72724,K,Stały klient,44
72725,K,Zwykły,14
72726,K,Zwykły,7
72727,M,Pracownik,8
72728,M,Pracownik,60
72729,K,Zwykły,62
72730,M,Pracownik,29
72731,K,Pracownik,54
72732,M,Stały klient,1
72733,M,Pracownik,4
72734,K,Pracownik,45
72735,K,Zwykły,48
72736,M,Zwykły,42
72737,K,Stały klient,14
72738,K,Zwykły,28
72739,K,Zwykły,34
72740,K,Pracownik,49
72741,M,Zwykły,1
72742,M,Stały klient,15
72743,K,Zwykły,1
72744,M,Stały klient,6
72745,M,Pracownik,31
72746,M,Zwykły,35
72747,M,Stały klient,60
72748,K,Stały klient,78
72749,M,Pracownik,7
72750,K,Zwykły,21
72751,K,Zwykły,35
72752,K,Pracownik,41
72753,M,Stały klient,62
72754,M,Pracownik,17
72755,K,Pracownik,75
72756,K,Stały klient,40
72757,M,Stały klient,57
72758,K,Zwykły,27
72759,M,Zwykły,57
72760,K,Stały klient,22
72761,M,Stały klient,57
72762,M,Stały klient,19
72763,K,Pracownik,8
72764,K,Zwykły,34
72765,K,Pracownik,66
72766,M,Stały klient,37
72767,K,Stały klient,5
72768,K,Stały klient,59
72769,K,Stały klient,2
72770,M,Zwykły,37
72771,K,Pracownik,74
72772,K,Pracownik,42
72773,M,Zwykły,25
72774,M,Pracownik,34
72775,K,Stały klient,68
72776,M,Pracownik,23
72777,M,Zwykły,23
72778,K,Zwykły,5
72779,K,Stały klient,35
72780,M,Stały klient,63
72781,K,Stały klient,33
72782,K,Pracownik,65
72783,M,Zwykły,3
72784,M,Stały klient,32
72785,K,Zwykły,2
72786,M,Stały klient,59
72787,M,Zwykły,6
72788,K,Pracownik,36
72789,K,Stały klient,4
72790,K,Zwykły,68
72791,M,Stały klient,53
72792,M,Pracownik,30
72793,M,Zwykły,2
72794,K,Stały klient,42
72795,M,Pracownik,36
72796,K,Stały klient,50
72797,K,Pracownik,38
72798,M,Zwykły,43
72799,M,Zwykły,7
72800,M,Zwykły,28
72801,M,Stały klient,21
72802,M,Zwykły,71
72803,K,Pracownik,69
72804,M,Stały klient,34
72805,M,Zwykły,65
72806,M,Stały klient,39
72807,M,Stały klient,71
72808,K,Zwykły,53
72809,M,Stały klient,46
72810,K,Zwykły,13
72811,M,Zwykły,57
72812,M,Stały klient,78
72813,K,Zwykły,47
72814,K,Zwykły,43
72815,K,Stały klient,32
72816,M,Pracownik,52
72817,M,Pracownik,56
72818,K,Stały klient,11
72819,M,Stały klient,57
72820,K,Stały klient,66
72821,K,Zwykły,9
72822,K,Stały klient,34
72823,M,Pracownik,26
72824,K,Zwykły,10
72825,M,Stały klient,27
72826,K,Stały klient,35
72827,K,Stały klient,48
72828,M,Stały klient,46
72829,M,Stały klient,29
72830,K,Zwykły,30
72831,M,Pracownik,37
72832,K,Stały klient,32
72833,M,Stały klient,21
72834,M,Pracownik,36
72835,K,Zwykły,67
72836,K,Pracownik,50
72837,M,Pracownik,38
72838,K,Zwykły,7
72839,M,Stały klient,25
72840,M,Zwykły,57
72841,K,Zwykły,0
72842,K,Zwykły,55
72843,M,Pracownik,14
72844,M,Zwykły,61
72845,M,Stały klient,72
72846,K,Stały klient,22
72847,K,Zwykły,16
72848,M,Stały klient,73
72849,M,Zwykły,48
72850,K,Pracownik,76
72851,M,Pracownik,72
72852,K,Zwykły,70
72853,M,Zwykły,18
72854,K,Pracownik,32
72855,K,Zwykły,69
72856,M,Pracownik,67
72857,K,Zwykły,43
72858,K,Pracownik,7
72859,K,Stały klient,16
72860,K,Zwykły,51
72861,K,Stały klient,79
72862,K,Zwykły,63
72863,K,Pracownik,29
72864,M,Zwykły,80
72865,K,Stały klient,15
72866,K,Zwykły,55
72867,M,Stały klient,14
72868,K,Stały klient,69
72869,K,Stały klient,62
72870,M,Pracownik,55
72871,K,Stały klient,65
72872,K,Pracownik,53
72873,M,Pracownik,36
72874,K,Stały klient,65
72875,M,Stały klient,42
72876,M,Stały klient,61
72877,K,Stały klient,0
72878,M,Stały klient,47
72879,K,Zwykły,63
72880,K,Stały klient,40
72881,K,Stały klient,9
72882,K,Zwykły,28
72883,M,Pracownik,4
72884,M,Zwykły,30
72885,M,Pracownik,26
72886,K,Pracownik,11
72887,K,Zwykły,75
72888,M,Stały klient,39
72889,M,Stały klient,43
72890,K,Pracownik,79
72891,M,Stały klient,0
72892,K,Zwykły,11
72893,K,Zwykły,4
72894,M,Pracownik,19
72895,K,Zwykły,62
72896,K,Zwykły,57
72897,M,Stały klient,63
72898,M,Zwykły,80
72899,M,Zwykły,49
72900,M,Pracownik,57
72901,K,Stały klient,7
72902,K,Stały klient,75
72903,M,Stały klient,58
72904,M,Pracownik,15
72905,M,Stały klient,71
72906,K,Stały klient,53
72907,K,Zwykły,77
72908,K,Zwykły,19
72909,M,Stały klient,79
72910,K,Pracownik,15
72911,K,Zwykły,70
72912,M,Stały klient,4
72913,K,Stały klient,56
72914,K,Stały klient,69
72915,M,Zwykły,29
72916,M,Zwykły,47
72917,M,Zwykły,76
72918,K,Zwykły,69
72919,K,Zwykły,45
72920,K,Stały klient,2
72921,M,Stały klient,35
72922,K,Zwykły,46
72923,K,Zwykły,55
72924,K,Pracownik,45
72925,K,Zwykły,62
72926,M,Pracownik,35
72927,K,Stały klient,2
72928,K,Pracownik,3
72929,K,Stały klient,59
72930,K,Zwykły,11
72931,M,Stały klient,64
72932,K,Pracownik,75
72933,K,Pracownik,32
72934,K,Stały klient,7
72935,K,Zwykły,14
72936,M,Stały klient,78
72937,K,Stały klient,60
72938,M,Stały klient,39
72939,K,Pracownik,78
72940,K,Stały klient,74
72941,M,Stały klient,73
72942,K,Pracownik,6
72943,M,Stały klient,71
72944,K,Zwykły,57
72945,M,Pracownik,4
72946,K,Zwykły,59
72947,M,Zwykły,0
72948,M,Pracownik,15
72949,M,Zwykły,0
72950,M,Zwykły,7
72951,K,Stały klient,31
72952,M,Zwykły,79
72953,M,Zwykły,60
72954,M,Zwykły,79
72955,K,Pracownik,28
72956,K,Zwykły,15
72957,M,Stały klient,54
72958,K,Stały klient,40
72959,K,Pracownik,11
72960,K,Pracownik,54
72961,K,Pracownik,69
72962,K,Stały klient,4
72963,M,Pracownik,10
72964,K,Stały klient,21
72965,M,Pracownik,69
72966,K,Pracownik,50
72967,K,Pracownik,60
72968,M,Stały klient,9
72969,K,Stały klient,42
72970,M,Zwykły,74
72971,M,Pracownik,39
72972,K,Stały klient,20
72973,M,Pracownik,43
72974,K,Zwykły,20
72975,K,Pracownik,61
72976,M,Stały klient,5
72977,M,Stały klient,37
72978,K,Zwykły,35
72979,M,Zwykły,63
72980,K,Stały klient,49
72981,K,Stały klient,21
72982,K,Pracownik,65
72983,M,Zwykły,80
72984,M,Stały klient,38
72985,K,Stały klient,12
72986,M,Pracownik,59
72987,K,Stały klient,54
72988,M,Stały klient,43
72989,M,Zwykły,19
72990,K,Stały klient,24
72991,K,Stały klient,24
72992,K,Pracownik,33
72993,M,Pracownik,57
72994,M,Zwykły,2
72995,M,Pracownik,23
72996,M,Pracownik,16
72997,K,Zwykły,1
72998,K,Zwykły,42
72999,M,Zwykły,52
73000,K,Stały klient,17
73001,K,Zwykły,45
73002,K,Pracownik,40
73003,M,Zwykły,69
73004,K,Stały klient,74
73005,K,Zwykły,24
73006,K,Pracownik,13
73007,K,Pracownik,45
73008,M,Pracownik,68
73009,M,Zwykły,67
73010,M,Stały klient,79
73011,M,Stały klient,31
73012,M,Stały klient,54
73013,M,Zwykły,24
73014,M,Zwykły,49
73015,M,Zwykły,58
73016,K,Pracownik,9
73017,M,Pracownik,62
73018,K,Zwykły,68
73019,M,Zwykły,45
73020,M,Zwykły,65
73021,M,Stały klient,42
73022,K,Pracownik,74
73023,K,Pracownik,54
73024,M,Zwykły,0
73025,M,Zwykły,24
73026,K,Stały klient,18
73027,K,Stały klient,25
73028,M,Stały klient,67
73029,M,Pracownik,45
73030,K,Stały klient,10
73031,K,Pracownik,36
73032,M,Zwykły,2
73033,M,Zwykły,20
73034,K,Stały klient,53
73035,M,Stały klient,3
73036,M,Zwykły,62
73037,K,Stały klient,11
73038,K,Stały klient,45
73039,M,Stały klient,56
73040,K,Pracownik,16
73041,M,Pracownik,39
73042,K,Pracownik,72
73043,M,Pracownik,72
73044,M,Zwykły,57
73045,M,Pracownik,78
73046,K,Stały klient,70
73047,K,Stały klient,68
73048,M,Zwykły,17
73049,K,Zwykły,35
73050,K,Stały klient,23
73051,M,Stały klient,69
73052,K,Stały klient,53
73053,K,Stały klient,16
73054,M,Stały klient,30
73055,K,Stały klient,12
73056,M,Pracownik,19
73057,M,Pracownik,38
73058,K,Zwykły,30
73059,K,Pracownik,4
73060,M,Pracownik,74
73061,K,Stały klient,36
73062,K,Zwykły,67
73063,K,Zwykły,49
73064,M,Pracownik,70
73065,M,Zwykły,72
73066,K,Zwykły,67
73067,K,Pracownik,19
73068,M,Pracownik,79
73069,M,Pracownik,64
73070,K,Zwykły,70
73071,M,Stały klient,47
73072,M,Stały klient,4
73073,M,Stały klient,53
73074,M,Pracownik,80
73075,M,Stały klient,76
73076,K,Zwykły,29
73077,K,Stały klient,28
73078,K,Stały klient,10
73079,M,Pracownik,44
73080,M,Stały klient,26
73081,M,Pracownik,49
73082,M,Pracownik,34
73083,M,Zwykły,5
73084,M,Zwykły,28
73085,M,Pracownik,32
73086,K,Zwykły,65
73087,K,Pracownik,63
73088,K,Stały klient,2
73089,M,Pracownik,30
73090,K,Stały klient,59
73091,K,Stały klient,48
73092,K,Stały klient,79
73093,M,Pracownik,23
73094,K,Stały klient,23
73095,M,Pracownik,18
73096,M,Stały klient,29
73097,K,Stały klient,66
73098,K,Zwykły,74
73099,K,Pracownik,54
73100,K,Stały klient,19
73101,K,Zwykły,44
73102,K,Zwykły,8
73103,M,Pracownik,19
73104,M,Stały klient,28
73105,K,Stały klient,1
73106,M,Zwykły,31
73107,K,Pracownik,59
73108,K,Zwykły,40
73109,M,Pracownik,7
73110,M,Pracownik,17
73111,M,Pracownik,14
73112,K,Stały klient,3
73113,K,Pracownik,43
73114,M,Pracownik,11
73115,M,Pracownik,59
73116,K,Stały klient,79
73117,M,Pracownik,71
73118,M,Pracownik,24
73119,K,Stały klient,18
73120,K,Pracownik,56
73121,K,Zwykły,56
73122,M,Zwykły,67
73123,K,Pracownik,55
73124,K,Stały klient,78
73125,K,Zwykły,29
73126,M,Stały klient,51
73127,K,Zwykły,29
73128,M,Stały klient,51
73129,K,Pracownik,75
73130,M,Stały klient,3
73131,M,Zwykły,47
73132,K,Zwykły,21
73133,K,Pracownik,22
73134,M,Pracownik,25
73135,M,Stały klient,46
73136,M,Stały klient,16
73137,M,Stały klient,79
73138,K,Pracownik,6
73139,K,Zwykły,61
73140,M,Stały klient,53
73141,K,Zwykły,48
73142,M,Pracownik,28
73143,M,Zwykły,25
73144,K,Stały klient,80
73145,M,Stały klient,11
73146,M,Pracownik,60
73147,M,Zwykły,79
73148,K,Zwykły,55
73149,K,Pracownik,35
73150,K,Zwykły,34
73151,K,Pracownik,46
73152,M,Stały klient,61
73153,K,Zwykły,49
73154,K,Stały klient,67
73155,M,Stały klient,34
73156,M,Zwykły,13
73157,K,Pracownik,13
73158,M,Stały klient,58
73159,K,Zwykły,34
73160,K,Pracownik,30
73161,M,Zwykły,0
73162,K,Pracownik,0
73163,M,Zwykły,33
73164,M,Pracownik,79
73165,M,Stały klient,46
73166,K,Stały klient,9
73167,M,Zwykły,53
73168,K,Pracownik,75
73169,K,Pracownik,59
73170,M,Stały klient,23
73171,K,Pracownik,2
73172,K,Pracownik,0
73173,M,Pracownik,33
73174,M,Stały klient,48
73175,K,Stały klient,77
73176,K,Pracownik,0
73177,K,Zwykły,2
73178,K,Pracownik,65
73179,K,Stały klient,29
73180,K,Pracownik,79
73181,K,Stały klient,36
73182,M,Pracownik,39
73183,K,Pracownik,7
73184,K,Pracownik,30
73185,M,Zwykły,20
73186,K,Stały klient,80
73187,M,Stały klient,79
73188,M,Pracownik,32
73189,M,Stały klient,10
73190,M,Stały klient,9
73191,M,Stały klient,52
73192,M,Zwykły,0
73193,M,Zwykły,61
73194,K,Stały klient,38
73195,K,Pracownik,13
73196,M,Zwykły,17
73197,M,Zwykły,58
73198,M,Zwykły,48
73199,K,Zwykły,62
73200,M,Pracownik,70
73201,K,Pracownik,17
73202,M,Stały klient,11
73203,M,Pracownik,64
73204,M,Stały klient,47
73205,M,Zwykły,3
73206,K,Zwykły,37
73207,K,Stały klient,67
73208,K,Pracownik,3
73209,M,Pracownik,44
73210,M,Pracownik,75
73211,M,Stały klient,74
73212,M,Pracownik,9
73213,M,Stały klient,48
73214,K,Stały klient,18
73215,K,Zwykły,30
73216,M,Zwykły,74
73217,K,Stały klient,27
73218,M,Zwykły,59
73219,K,Pracownik,8
73220,M,Pracownik,71
73221,K,Zwykły,7
73222,M,Zwykły,5
73223,M,Pracownik,52
73224,M,Pracownik,34
73225,K,Pracownik,1
73226,K,Pracownik,35
73227,M,Pracownik,71
73228,M,Pracownik,75
73229,M,Stały klient,35
73230,K,Pracownik,22
73231,M,Stały klient,54
73232,M,Zwykły,23
73233,M,Zwykły,60
73234,M,Stały klient,34
73235,M,Stały klient,25
73236,M,Zwykły,36
73237,K,Pracownik,35
73238,M,Zwykły,12
73239,M,Stały klient,16
73240,K,Stały klient,24
73241,M,Zwykły,71
73242,M,Pracownik,17
73243,K,Stały klient,52
73244,M,Pracownik,75
73245,K,Stały klient,39
73246,K,Zwykły,63
73247,M,Stały klient,0
73248,K,Stały klient,64
73249,K,Pracownik,5
73250,M,Stały klient,29
73251,K,Zwykły,15
73252,K,Zwykły,43
73253,K,Stały klient,46
73254,K,Zwykły,8
73255,M,Zwykły,75
73256,K,Stały klient,58
73257,M,Stały klient,60
73258,K,Pracownik,0
73259,K,Zwykły,57
73260,M,Pracownik,8
73261,M,Stały klient,62
73262,K,Pracownik,47
73263,M,Stały klient,6
73264,M,Pracownik,13
73265,M,Stały klient,0
73266,K,Stały klient,46
73267,K,Pracownik,10
73268,M,Stały klient,48
73269,K,Stały klient,60
73270,M,Zwykły,61
73271,M,Pracownik,74
73272,K,Stały klient,80
73273,K,Stały klient,39
73274,M,Pracownik,66
73275,K,Stały klient,51
73276,M,Stały klient,69
73277,M,Zwykły,38
73278,K,Zwykły,72
73279,K,Pracownik,57
73280,M,Pracownik,41
73281,K,Pracownik,13
73282,K,Pracownik,56
73283,K,Stały klient,8
73284,M,Zwykły,76
73285,K,Zwykły,67
73286,K,Stały klient,23
73287,K,Pracownik,61
73288,M,Stały klient,35
73289,K,Pracownik,37
73290,K,Stały klient,24
73291,K,Zwykły,11
73292,K,Stały klient,57
73293,M,Zwykły,11
73294,K,Zwykły,57
73295,M,Pracownik,39
73296,M,Pracownik,72
73297,M,Pracownik,37
73298,K,Pracownik,65
73299,M,Stały klient,57
73300,M,Zwykły,69
73301,M,Zwykły,37
73302,K,Stały klient,0
73303,K,Stały klient,2
73304,M,Pracownik,7
73305,M,Stały klient,28
73306,M,Pracownik,17
73307,M,Zwykły,1
73308,K,Zwykły,37
73309,M,Stały klient,80
73310,K,Zwykły,66
73311,K,Pracownik,10
73312,M,Stały klient,80
73313,M,Zwykły,79
73314,K,Stały klient,73
73315,K,Stały klient,38
73316,K,Pracownik,39
73317,K,Pracownik,8
73318,M,Zwykły,30
73319,M,Stały klient,8
73320,K,Zwykły,9
73321,M,Zwykły,12
73322,K,Stały klient,68
73323,K,Zwykły,72
73324,K,Zwykły,44
73325,K,Pracownik,70
73326,M,Zwykły,32
73327,K,Stały klient,72
73328,K,Stały klient,15
73329,M,Stały klient,43
73330,M,Stały klient,5
73331,K,Zwykły,72
73332,M,Zwykły,1
73333,K,Zwykły,63
73334,K,Pracownik,14
73335,K,Pracownik,25
73336,K,Stały klient,75
73337,K,Stały klient,57
73338,K,Zwykły,59
73339,M,Pracownik,65
73340,K,Stały klient,33
73341,M,Stały klient,2
73342,K,Stały klient,27
73343,K,Pracownik,61
73344,M,Pracownik,29
73345,M,Pracownik,78
73346,M,Pracownik,50
73347,K,Stały klient,4
73348,M,Stały klient,74
73349,K,Stały klient,80
73350,K,Stały klient,17
73351,M,Stały klient,54
73352,K,Zwykły,6
73353,K,Stały klient,68
73354,M,Stały klient,2
73355,K,Stały klient,40
73356,M,Zwykły,46
73357,K,Zwykły,70
73358,M,Pracownik,9
73359,M,Stały klient,72
73360,K,Pracownik,39
73361,M,Pracownik,45
73362,M,Stały klient,53
73363,M,Pracownik,72
73364,K,Stały klient,13
73365,K,Pracownik,52
73366,M,Pracownik,55
73367,K,Zwykły,42
73368,K,Stały klient,48
73369,K,Zwykły,80
73370,M,Zwykły,62
73371,M,Pracownik,74
73372,M,Pracownik,50
73373,M,Pracownik,48
73374,K,Pracownik,67
73375,K,Pracownik,22
73376,M,Pracownik,23
73377,K,Stały klient,48
73378,K,Stały klient,52
73379,M,Zwykły,15
73380,M,Stały klient,24
73381,M,Pracownik,20
73382,K,Pracownik,30
73383,M,Zwykły,15
73384,K,Stały klient,74
73385,M,Stały klient,21
73386,M,Zwykły,26
73387,M,Pracownik,76
73388,K,Stały klient,51
73389,M,Stały klient,43
73390,M,Zwykły,66
73391,K,Zwykły,22
73392,M,Pracownik,49
73393,M,Pracownik,33
73394,M,Pracownik,5
73395,M,Pracownik,2
73396,K,Stały klient,4
73397,K,Pracownik,34
73398,K,Pracownik,77
73399,K,Stały klient,74
73400,K,Pracownik,59
73401,K,Stały klient,37
73402,M,Zwykły,61
73403,M,Stały klient,29
73404,M,Pracownik,17
73405,M,Pracownik,76
73406,M,Stały klient,22
73407,K,Zwykły,57
73408,K,Pracownik,55
73409,K,Stały klient,14
73410,K,Stały klient,61
73411,K,Zwykły,58
73412,K,Pracownik,19
73413,M,Stały klient,64
73414,K,Pracownik,19
73415,M,Pracownik,52
73416,K,Zwykły,62
73417,K,Stały klient,65
73418,M,Zwykły,28
73419,K,Stały klient,61
73420,K,Stały klient,29
73421,K,Zwykły,40
73422,M,Zwykły,16
73423,M,Zwykły,13
73424,M,Stały klient,26
73425,M,Zwykły,21
73426,M,Stały klient,29
73427,K,Zwykły,19
73428,K,Stały klient,23
73429,M,Pracownik,74
73430,K,Zwykły,1
73431,K,Zwykły,14
73432,M,Zwykły,14
73433,M,Zwykły,0
73434,M,Zwykły,53
73435,K,Pracownik,60
73436,M,Pracownik,45
73437,M,Zwykły,62
73438,M,Stały klient,36
73439,K,Zwykły,7
73440,K,Zwykły,76
73441,M,Zwykły,20
73442,M,Zwykły,47
73443,K,Stały klient,51
73444,M,Pracownik,9
73445,M,Zwykły,29
73446,M,Pracownik,0
73447,M,Stały klient,61
73448,K,Stały klient,41
73449,M,Zwykły,32
73450,M,Zwykły,56
73451,K,Stały klient,55
73452,K,Pracownik,13
73453,K,Zwykły,32
73454,M,Stały klient,24
73455,M,Pracownik,42
73456,M,Pracownik,70
73457,M,Stały klient,3
73458,M,Stały klient,76
73459,M,Zwykły,54
73460,K,Pracownik,30
73461,K,Stały klient,43
73462,K,Zwykły,39
73463,M,Stały klient,73
73464,K,Zwykły,77
