ID,GENDER,AGE,TYPE
43722,M,48,Stały klient
43723,M,52,Zwykły
43724,M,12,Stały klient
43725,M,40,Stały klient
43726,M,71,Stały klient
43727,M,7,Zwykły
43728,K,15,Pracownik
43729,M,59,Pracownik
43730,M,5,Pracownik
43731,K,69,Pracownik
43732,K,13,Pracownik
43733,M,58,Stały klient
43734,M,56,Stały klient
43735,M,30,Pracownik
43736,M,80,Zwykły
43737,K,3,Zwykły
43738,K,24,Stały klient
43739,K,26,Stały klient
43740,M,71,Stały klient
43741,K,17,Stały klient
43742,M,40,Pracownik
43743,M,58,Pracownik
43744,K,49,Zwykły
43745,K,32,Pracownik
43746,K,33,Stały klient
43747,K,25,Stały klient
43748,K,78,Stały klient
43749,K,57,Pracownik
43750,M,71,Zwykły
43751,K,80,Stały klient
43752,K,44,Zwykły
43753,K,28,Pracownik
43754,K,60,Stały klient
43755,K,48,Stały klient
43756,M,44,Zwykły
43757,K,55,Stały klient
43758,M,15,Stały klient
43759,M,26,Zwykły
43760,K,1,Zwykły
43761,K,61,Stały klient
43762,K,13,Pracownik
43763,M,68,Zwykły
43764,M,30,Stały klient
43765,M,18,Stały klient
43766,K,16,Pracownik
43767,K,46,Pracownik
43768,K,51,Zwykły
43769,M,54,Pracownik
43770,M,34,Pracownik
43771,M,55,Pracownik
43772,M,21,Stały klient
43773,K,29,Zwykły
43774,M,73,Zwykły
43775,M,67,Pracownik
43776,M,5,Pracownik
43777,M,40,Stały klient
43778,K,55,Stały klient
43779,M,45,Zwykły
43780,K,26,Zwykły
43781,M,2,Zwykły
43782,K,47,Stały klient
43783,M,30,Zwykły
43784,K,55,Pracownik
43785,K,66,Zwykły
43786,K,69,Zwykły
43787,M,36,Stały klient
43788,K,66,Stały klient
43789,K,9,Stały klient
43790,M,15,Zwykły
43791,K,67,Pracownik
43792,M,17,Pracownik
43793,K,52,Pracownik
43794,K,51,Zwykły
43795,K,50,Stały klient
43796,K,59,Stały klient
43797,M,58,Stały klient
43798,M,17,Pracownik
43799,K,17,Pracownik
43800,M,23,Zwykły
43801,K,53,Zwykły
43802,M,47,Zwykły
43803,M,34,Stały klient
43804,K,5,Stały klient
43805,K,68,Zwykły
43806,M,22,Zwykły
43807,M,77,Zwykły
43808,M,67,Pracownik
43809,M,44,Zwykły
43810,M,50,Pracownik
43811,K,46,Stały klient
43812,K,3,Stały klient
43813,K,54,Pracownik
43814,K,20,Stały klient
43815,K,9,Zwykły
43816,K,16,Pracownik
43817,M,72,Zwykły
43818,K,33,Zwykły
43819,K,30,Stały klient
43820,M,34,Pracownik
43821,K,6,Zwykły
43822,K,49,Zwykły
43823,M,20,Pracownik
43824,K,17,Stały klient
43825,K,30,Zwykły
43826,K,63,Stały klient
43827,K,43,Stały klient
43828,K,76,Pracownik
43829,K,31,Zwykły
43830,K,28,Pracownik
43831,M,10,Zwykły
43832,M,20,Stały klient
43833,K,70,Pracownik
43834,K,13,Pracownik
43835,K,11,Stały klient
43836,K,70,Stały klient
43837,M,27,Zwykły
43838,K,41,Zwykły
43839,K,75,Pracownik
43840,K,53,Stały klient
43841,M,4,Stały klient
43842,K,59,Stały klient
43843,K,1,Stały klient
43844,K,35,Zwykły
43845,K,18,Stały klient
43846,K,56,Stały klient
43847,M,31,Stały klient
43848,M,67,Pracownik
43849,K,41,Pracownik
43850,K,74,Pracownik
43851,K,49,Pracownik
43852,M,19,Pracownik
43853,K,1,Zwykły
43854,K,55,Pracownik
43855,K,19,Stały klient
43856,K,16,Stały klient
43857,K,57,Pracownik
43858,M,42,Pracownik
43859,M,3,Pracownik
43860,M,21,Pracownik
43861,K,3,Pracownik
43862,M,1,Zwykły
43863,K,77,Zwykły
43864,K,27,Pracownik
43865,M,14,Pracownik
43866,K,2,Zwykły
43867,K,14,Pracownik
43868,K,0,Pracownik
43869,M,49,Zwykły
43870,M,67,Pracownik
43871,K,14,Stały klient
43872,M,17,Stały klient
43873,K,17,Zwykły
43874,K,9,Pracownik
43875,M,12,Zwykły
43876,M,41,Pracownik
43877,M,74,Zwykły
43878,K,22,Zwykły
43879,K,37,Pracownik
43880,M,53,Zwykły
43881,M,54,Pracownik
43882,K,48,Zwykły
43883,M,34,Zwykły
43884,K,20,Pracownik
43885,K,26,Zwykły
43886,K,13,Stały klient
43887,K,10,Zwykły
43888,M,26,Zwykły
43889,K,43,Stały klient
43890,K,43,Zwykły
43891,M,30,Stały klient
43892,M,38,Pracownik
43893,M,68,Pracownik
43894,K,11,Stały klient
43895,K,67,Stały klient
43896,K,79,Stały klient
43897,M,33,Pracownik
43898,M,43,Pracownik
43899,M,71,Stały klient
43900,K,21,Pracownik
43901,M,6,Stały klient
43902,K,77,Zwykły
43903,K,14,Pracownik
43904,K,31,Pracownik
43905,K,2,Pracownik
43906,K,26,Stały klient
43907,K,62,Pracownik
43908,K,47,Stały klient
43909,K,24,Zwykły
43910,K,64,Stały klient
43911,M,21,Stały klient
43912,M,53,Zwykły
43913,K,44,Zwykły
43914,M,28,Pracownik
43915,M,35,Pracownik
43916,M,3,Zwykły
43917,K,15,Zwykły
43918,K,58,Pracownik
43919,K,52,Pracownik
43920,M,38,Pracownik
43921,M,44,Stały klient
43922,M,18,Zwykły
43923,M,11,Stały klient
43924,M,35,Zwykły
43925,M,1,Zwykły
43926,M,34,Stały klient
43927,M,70,Zwykły
43928,M,39,Zwykły
43929,M,43,Stały klient
43930,M,58,Zwykły
43931,M,40,Stały klient
43932,M,16,Pracownik
43933,M,27,Pracownik
43934,M,5,Pracownik
43935,M,45,Zwykły
43936,K,42,Zwykły
43937,M,53,Zwykły
43938,M,57,Stały klient
43939,M,32,Zwykły
43940,K,5,Stały klient
43941,K,26,Stały klient
43942,K,63,Pracownik
43943,M,80,Zwykły
43944,K,51,Stały klient
43945,M,54,Stały klient
43946,K,2,Zwykły
43947,K,68,Pracownik
43948,M,59,Stały klient
43949,M,80,Zwykły
43950,K,64,Stały klient
43951,K,12,Pracownik
43952,K,0,Pracownik
43953,K,48,Pracownik
43954,K,64,Zwykły
43955,K,15,Zwykły
43956,K,3,Zwykły
43957,K,40,Stały klient
43958,M,51,Zwykły
43959,K,75,Zwykły
43960,M,10,Pracownik
43961,M,58,Pracownik
43962,K,45,Pracownik
43963,M,53,Stały klient
43964,K,8,Pracownik
43965,K,21,Zwykły
43966,K,73,Zwykły
43967,K,48,Stały klient
43968,M,12,Stały klient
43969,M,54,Pracownik
43970,M,30,Zwykły
43971,K,74,Stały klient
43972,K,55,Zwykły
43973,K,18,Pracownik
43974,M,27,Zwykły
43975,M,6,Zwykły
43976,K,30,Stały klient
43977,M,56,Stały klient
43978,K,2,Pracownik
43979,M,55,Pracownik
43980,M,38,Pracownik
43981,M,48,Stały klient
43982,M,33,Stały klient
43983,M,42,Stały klient
43984,K,22,Zwykły
43985,M,77,Zwykły
43986,K,20,Pracownik
43987,K,49,Zwykły
43988,K,78,Zwykły
43989,K,40,Zwykły
43990,M,22,Stały klient
43991,K,63,Stały klient
43992,M,9,Pracownik
43993,K,46,Stały klient
43994,M,34,Pracownik
43995,K,19,Stały klient
43996,K,44,Stały klient
43997,K,9,Stały klient
43998,M,69,Zwykły
43999,K,75,Zwykły
44000,K,71,Pracownik
44001,M,68,Stały klient
44002,M,46,Zwykły
44003,M,2,Stały klient
44004,M,18,Pracownik
44005,K,68,Pracownik
44006,K,34,Pracownik
44007,K,59,Pracownik
44008,M,6,Stały klient
44009,M,52,Stały klient
44010,K,75,Stały klient
44011,M,17,Zwykły
44012,M,48,Pracownik
44013,M,42,Zwykły
44014,M,79,Stały klient
44015,M,38,Stały klient
44016,M,38,Zwykły
44017,K,61,Stały klient
44018,M,4,Pracownik
44019,M,19,Zwykły
44020,M,30,Stały klient
44021,M,35,Zwykły
44022,K,62,Zwykły
44023,K,80,Pracownik
44024,M,62,Pracownik
44025,M,43,Zwykły
44026,K,45,Stały klient
44027,K,16,Pracownik
44028,K,11,Pracownik
44029,M,1,Zwykły
44030,K,22,Stały klient
44031,M,24,Pracownik
44032,M,46,Stały klient
44033,M,76,Pracownik
44034,K,35,Stały klient
44035,K,65,Zwykły
44036,K,40,Stały klient
44037,K,52,Pracownik
44038,K,69,Pracownik
44039,K,19,Stały klient
44040,M,41,Pracownik
44041,M,25,Zwykły
44042,M,54,Zwykły
44043,M,59,Zwykły
44044,K,12,Pracownik
44045,K,26,Pracownik
44046,K,36,Stały klient
44047,M,67,Pracownik
44048,M,27,Zwykły
44049,M,60,Pracownik
44050,M,40,Zwykły
44051,K,1,Zwykły
44052,K,13,Zwykły
44053,K,56,Stały klient
44054,M,78,Zwykły
44055,M,48,Stały klient
44056,K,44,Zwykły
44057,K,20,Zwykły
44058,M,4,Stały klient
44059,K,43,Stały klient
44060,K,58,Stały klient
44061,M,25,Zwykły
44062,M,59,Stały klient
44063,K,64,Stały klient
44064,M,14,Pracownik
44065,K,45,Pracownik
44066,K,0,Pracownik
44067,K,67,Zwykły
44068,K,48,Pracownik
44069,K,74,Pracownik
44070,K,7,Stały klient
44071,M,60,Pracownik
44072,K,33,Zwykły
44073,K,77,Stały klient
44074,M,14,Pracownik
44075,M,1,Zwykły
44076,K,40,Stały klient
44077,K,77,Stały klient
44078,M,2,Pracownik
44079,K,44,Stały klient
44080,M,0,Zwykły
44081,K,2,Zwykły
44082,K,12,Zwykły
44083,K,26,Zwykły
44084,K,45,Stały klient
44085,M,4,Pracownik
44086,K,39,Stały klient
44087,K,66,Stały klient
44088,K,14,Zwykły
44089,M,67,Pracownik
44090,M,14,Stały klient
44091,M,10,Zwykły
44092,M,32,Zwykły
44093,K,8,Zwykły
44094,K,19,Zwykły
44095,M,69,Pracownik
44096,M,67,Zwykły
44097,K,70,Zwykły
44098,K,47,Pracownik
44099,K,69,Pracownik
44100,M,1,Zwykły
44101,M,69,Pracownik
44102,M,44,Zwykły
44103,M,78,Pracownik
44104,M,80,Zwykły
44105,K,35,Pracownik
44106,M,14,Stały klient
44107,K,8,Pracownik
44108,K,32,Pracownik
44109,K,76,Stały klient
44110,M,71,Stały klient
44111,K,28,Pracownik
44112,M,70,Pracownik
44113,K,62,Pracownik
44114,M,60,Pracownik
44115,K,64,Stały klient
44116,M,62,Stały klient
44117,K,71,Zwykły
44118,M,18,Pracownik
44119,K,52,Stały klient
44120,K,65,Pracownik
44121,K,15,Pracownik
44122,M,49,Zwykły
44123,K,39,Stały klient
44124,K,0,Stały klient
44125,K,28,Stały klient
44126,M,37,Zwykły
44127,K,44,Zwykły
44128,K,26,Stały klient
44129,M,36,Zwykły
44130,K,41,Pracownik
44131,M,65,Stały klient
44132,M,52,Stały klient
44133,M,51,Zwykły
44134,K,55,Zwykły
44135,M,7,Zwykły
44136,M,44,Stały klient
44137,K,36,Stały klient
44138,K,18,Stały klient
44139,K,11,Stały klient
44140,K,21,Stały klient
44141,K,56,Zwykły
44142,M,68,Zwykły
44143,K,46,Zwykły
44144,K,14,Stały klient
44145,M,65,Stały klient
44146,K,35,Zwykły
44147,K,65,Stały klient
44148,K,79,Stały klient
44149,M,67,Stały klient
44150,M,46,Stały klient
44151,M,20,Pracownik
44152,K,59,Pracownik
44153,M,45,Zwykły
44154,K,43,Zwykły
44155,M,20,Zwykły
44156,K,42,Pracownik
44157,M,46,Stały klient
44158,K,78,Zwykły
44159,M,3,Pracownik
44160,K,42,Zwykły
44161,K,1,Stały klient
44162,K,7,Stały klient
44163,M,68,Pracownik
44164,K,16,Pracownik
44165,M,79,Pracownik
44166,K,35,Zwykły
44167,M,9,Zwykły
44168,K,40,Zwykły
44169,K,17,Stały klient
44170,K,56,Stały klient
44171,M,8,Stały klient
44172,M,74,Pracownik
44173,M,58,Pracownik
44174,M,24,Pracownik
44175,M,50,Zwykły
44176,M,32,Stały klient
44177,M,50,Zwykły
44178,M,53,Pracownik
44179,M,39,Pracownik
44180,K,70,Pracownik
44181,K,60,Zwykły
44182,M,7,Pracownik
44183,M,37,Pracownik
44184,M,53,Zwykły
44185,K,30,Zwykły
44186,M,8,Pracownik
44187,K,59,Pracownik
44188,M,29,Pracownik
44189,K,48,Stały klient
44190,M,15,Stały klient
44191,M,2,Zwykły
44192,K,49,Stały klient
44193,M,39,Pracownik
44194,K,32,Pracownik
44195,K,65,Pracownik
44196,K,44,Pracownik
44197,M,43,Zwykły
44198,K,65,Zwykły
44199,M,10,Pracownik
44200,M,26,Zwykły
44201,M,19,Zwykły
44202,M,75,Pracownik
44203,K,45,Pracownik
44204,K,75,Pracownik
44205,K,12,Zwykły
44206,K,42,Pracownik
44207,M,64,Stały klient
44208,M,0,Zwykły
44209,K,36,Zwykły
44210,M,59,Stały klient
44211,K,37,Stały klient
44212,M,45,Pracownik
44213,K,25,Pracownik
44214,K,52,Stały klient
44215,K,76,Zwykły
44216,K,16,Zwykły
44217,M,48,Zwykły
44218,K,80,Stały klient
44219,K,79,Pracownik
44220,K,36,Pracownik
44221,M,73,Pracownik
44222,K,36,Stały klient
44223,M,16,Zwykły
44224,M,64,Pracownik
44225,K,79,Stały klient
44226,K,71,Pracownik
44227,M,76,Zwykły
44228,M,63,Zwykły
44229,K,55,Pracownik
44230,M,34,Pracownik
44231,K,37,Stały klient
44232,K,17,Zwykły
44233,M,76,Stały klient
44234,K,36,Stały klient
44235,M,56,Pracownik
44236,M,14,Stały klient
44237,M,54,Zwykły
44238,K,12,Pracownik
44239,K,29,Stały klient
44240,M,57,Stały klient
44241,M,36,Pracownik
44242,K,75,Zwykły
44243,K,7,Zwykły
44244,M,75,Zwykły
44245,K,52,Pracownik
44246,K,71,Stały klient
44247,K,43,Zwykły
44248,K,57,Zwykły
44249,M,24,Stały klient
44250,K,39,Zwykły
44251,M,8,Zwykły
44252,M,52,Pracownik
44253,K,69,Stały klient
44254,K,56,Stały klient
44255,K,7,Stały klient
44256,K,66,Stały klient
44257,M,70,Stały klient
44258,K,52,Pracownik
44259,K,13,Stały klient
44260,M,53,Pracownik
44261,K,14,Zwykły
44262,M,13,Pracownik
44263,K,2,Zwykły
44264,K,35,Pracownik
44265,M,76,Pracownik
44266,K,66,Zwykły
44267,M,66,Zwykły
44268,K,23,Zwykły
44269,M,41,Pracownik
44270,M,28,Stały klient
44271,M,23,Pracownik
44272,M,32,Stały klient
44273,K,35,Pracownik
44274,K,76,Stały klient
44275,M,47,Pracownik
44276,M,10,Stały klient
44277,M,55,Zwykły
44278,K,58,Pracownik
44279,K,38,Zwykły
44280,K,44,Pracownik
44281,M,32,Stały klient
44282,K,34,Stały klient
44283,M,1,Stały klient
44284,M,9,Pracownik
44285,K,7,Pracownik
44286,K,0,Pracownik
44287,K,29,Pracownik
44288,M,44,Pracownik
44289,K,39,Pracownik
44290,M,27,Pracownik
44291,K,7,Stały klient
44292,M,20,Stały klient
44293,K,17,Stały klient
44294,M,22,Pracownik
44295,M,51,Stały klient
44296,K,49,Stały klient
44297,K,49,Zwykły
44298,M,48,Zwykły
44299,K,13,Zwykły
44300,K,67,Zwykły
44301,K,62,Pracownik
44302,K,80,Pracownik
44303,K,64,Zwykły
44304,M,25,Zwykły
44305,K,79,Zwykły
44306,M,79,Zwykły
44307,M,32,Pracownik
44308,M,70,Zwykły
44309,K,27,Pracownik
44310,K,16,Pracownik
44311,K,30,Zwykły
44312,M,15,Pracownik
44313,M,61,Stały klient
44314,K,80,Pracownik
44315,K,28,Stały klient
44316,M,38,Pracownik
44317,M,79,Zwykły
44318,M,39,Pracownik
44319,K,47,Zwykły
44320,K,16,Zwykły
44321,M,41,Pracownik
44322,K,33,Pracownik
44323,K,24,Pracownik
44324,M,40,Pracownik
44325,M,11,Stały klient
44326,M,48,Pracownik
44327,K,7,Zwykły
44328,K,22,Stały klient
44329,M,53,Pracownik
44330,K,15,Zwykły
44331,K,0,Zwykły
44332,K,40,Stały klient
44333,M,36,Pracownik
44334,K,38,Pracownik
44335,K,28,Stały klient
44336,M,29,Stały klient
44337,M,77,Stały klient
44338,M,9,Stały klient
44339,M,70,Pracownik
44340,K,59,Pracownik
44341,K,56,Stały klient
44342,K,39,Pracownik
44343,K,67,Stały klient
44344,M,37,Pracownik
44345,K,47,Zwykły
44346,K,64,Pracownik
44347,M,80,Stały klient
44348,M,60,Pracownik
44349,K,35,Zwykły
44350,M,32,Stały klient
44351,K,44,Pracownik
44352,K,3,Stały klient
44353,K,43,Zwykły
44354,M,7,Zwykły
44355,K,9,Pracownik
44356,K,30,Stały klient
44357,K,13,Pracownik
44358,K,58,Pracownik
44359,M,4,Stały klient
44360,K,24,Pracownik
44361,M,46,Pracownik
44362,K,32,Pracownik
44363,K,19,Stały klient
44364,M,26,Pracownik
44365,K,72,Zwykły
44366,K,14,Zwykły
44367,M,37,Pracownik
44368,K,44,Pracownik
44369,M,33,Pracownik
44370,M,44,Stały klient
44371,M,36,Pracownik
44372,M,33,Pracownik
44373,M,24,Zwykły
44374,K,4,Zwykły
44375,K,13,Stały klient
44376,K,20,Zwykły
44377,K,33,Stały klient
44378,M,57,Stały klient
44379,K,20,Zwykły
44380,M,69,Pracownik
44381,K,25,Pracownik
44382,K,15,Zwykły
44383,M,46,Zwykły
44384,K,48,Pracownik
44385,M,41,Zwykły
44386,M,17,Stały klient
44387,M,76,Pracownik
44388,M,53,Pracownik
44389,K,15,Zwykły
44390,K,57,Stały klient
44391,K,54,Zwykły
44392,M,68,Stały klient
44393,K,55,Pracownik
44394,K,2,Stały klient
44395,K,73,Pracownik
44396,M,15,Stały klient
44397,M,16,Zwykły
44398,M,2,Zwykły
44399,K,41,Pracownik
44400,K,5,Zwykły
44401,M,37,Pracownik
44402,K,31,Pracownik
44403,M,71,Stały klient
44404,K,54,Pracownik
44405,K,43,Zwykły
44406,M,61,Pracownik
44407,K,41,Pracownik
44408,K,66,Zwykły
44409,M,57,Pracownik
44410,M,31,Zwykły
44411,M,24,Stały klient
44412,K,43,Zwykły
44413,M,78,Pracownik
44414,K,58,Stały klient
44415,K,68,Zwykły
44416,M,47,Zwykły
44417,K,9,Pracownik
44418,M,25,Pracownik
44419,K,8,Stały klient
44420,M,24,Pracownik
44421,M,58,Zwykły
44422,M,36,Stały klient
44423,M,19,Zwykły
44424,K,16,Zwykły
44425,K,17,Pracownik
44426,M,24,Stały klient
44427,M,46,Stały klient
44428,M,41,Pracownik
44429,M,57,Zwykły
44430,M,62,Stały klient
44431,M,5,Zwykły
44432,M,53,Pracownik
44433,M,56,Stały klient
44434,K,32,Stały klient
44435,K,31,Zwykły
44436,K,61,Stały klient
44437,K,10,Stały klient
44438,K,46,Stały klient
44439,M,12,Stały klient
44440,K,13,Stały klient
44441,M,52,Zwykły
44442,K,65,Stały klient
44443,K,56,Pracownik
44444,K,10,Pracownik
44445,K,15,Pracownik
44446,M,15,Pracownik
44447,M,43,Zwykły
44448,M,77,Pracownik
44449,K,61,Zwykły
44450,M,50,Zwykły
44451,K,44,Pracownik
44452,K,66,Pracownik
44453,K,53,Pracownik
44454,M,5,Stały klient
44455,K,1,Stały klient
44456,M,37,Pracownik
44457,M,0,Pracownik
44458,M,47,Pracownik
44459,K,18,Stały klient
44460,K,49,Zwykły
44461,M,57,Stały klient
44462,M,30,Zwykły
44463,M,52,Pracownik
44464,K,5,Stały klient
44465,K,14,Zwykły
44466,K,75,Zwykły
44467,K,0,Pracownik
44468,M,13,Zwykły
44469,K,52,Stały klient
44470,K,58,Stały klient
44471,K,2,Pracownik
44472,M,78,Stały klient
44473,M,27,Zwykły
44474,M,43,Stały klient
44475,M,35,Stały klient
44476,K,40,Zwykły
44477,M,54,Stały klient
44478,M,6,Pracownik
44479,M,21,Pracownik
44480,M,69,Pracownik
44481,M,43,Stały klient
44482,M,52,Pracownik
44483,K,5,Zwykły
44484,M,19,Pracownik
44485,M,80,Pracownik
44486,K,21,Zwykły
44487,K,5,Pracownik
44488,M,31,Pracownik
44489,K,57,Stały klient
44490,K,46,Pracownik
44491,K,19,Zwykły
44492,M,43,Pracownik
44493,M,40,Stały klient
44494,M,29,Pracownik
44495,M,12,Pracownik
44496,K,8,Pracownik
44497,K,58,Zwykły
44498,K,47,Zwykły
44499,K,11,Stały klient
44500,K,53,Zwykły
44501,M,38,Stały klient
44502,M,64,Zwykły
44503,M,13,Zwykły
44504,M,76,Pracownik
44505,M,50,Zwykły
44506,M,23,Stały klient
44507,K,48,Zwykły
44508,M,28,Stały klient
44509,M,78,Stały klient
44510,K,35,Zwykły
44511,K,23,Pracownik
44512,M,62,Stały klient
44513,M,10,Zwykły
44514,K,63,Stały klient
44515,M,48,Zwykły
44516,M,13,Zwykły
44517,K,8,Stały klient
44518,M,30,Zwykły
44519,K,72,Zwykły
44520,M,53,Stały klient
44521,K,49,Stały klient
44522,M,49,Stały klient
44523,K,28,Stały klient
44524,K,22,Stały klient
44525,M,61,Zwykły
44526,K,5,Zwykły
44527,K,63,Stały klient
44528,K,78,Stały klient
44529,M,74,Pracownik
44530,K,47,Zwykły
44531,K,5,Stały klient
44532,M,42,Stały klient
44533,M,60,Zwykły
44534,K,20,Pracownik
44535,K,54,Pracownik
44536,M,14,Zwykły
44537,M,63,Pracownik
44538,K,36,Zwykły
44539,K,3,Zwykły
44540,K,45,Pracownik
44541,K,11,Pracownik
44542,M,9,Pracownik
44543,M,30,Pracownik
44544,M,37,Pracownik
44545,M,45,Stały klient
44546,K,27,Stały klient
44547,M,21,Pracownik
44548,M,17,Stały klient
44549,M,20,Pracownik
44550,K,30,Zwykły
44551,M,77,Stały klient
44552,K,57,Pracownik
44553,M,73,Pracownik
44554,M,36,Zwykły
44555,M,3,Pracownik
44556,K,46,Stały klient
44557,M,74,Pracownik
44558,K,14,Zwykły
44559,M,30,Stały klient
44560,K,67,Stały klient
44561,K,54,Stały klient
44562,M,69,Zwykły
44563,K,53,Stały klient
44564,K,44,Zwykły
44565,K,29,Pracownik
44566,M,43,Stały klient
44567,K,26,Stały klient
44568,M,67,Pracownik
44569,K,25,Stały klient
44570,M,4,Stały klient
44571,K,36,Stały klient
44572,M,39,Pracownik
44573,K,75,Stały klient
44574,K,68,Zwykły
44575,M,35,Pracownik
44576,M,21,Zwykły
44577,K,50,Zwykły
44578,M,63,Stały klient
44579,K,8,Zwykły
44580,M,28,Zwykły
44581,M,24,Stały klient
44582,M,11,Stały klient
44583,M,13,Pracownik
44584,K,43,Stały klient
44585,M,48,Stały klient
44586,K,37,Zwykły
44587,M,80,Zwykły
44588,K,77,Zwykły
44589,M,68,Pracownik
44590,K,80,Stały klient
44591,K,71,Zwykły
44592,M,45,Pracownik
44593,M,3,Pracownik
44594,M,80,Zwykły
44595,K,47,Pracownik
44596,K,30,Zwykły
44597,K,5,Pracownik
44598,M,9,Zwykły
44599,K,1,Stały klient
44600,K,14,Pracownik
44601,K,42,Zwykły
44602,K,4,Stały klient
44603,K,2,Stały klient
44604,K,19,Stały klient
44605,M,48,Pracownik
44606,M,12,Zwykły
44607,M,1,Stały klient
44608,M,0,Stały klient
44609,M,9,Zwykły
44610,K,25,Stały klient
44611,K,38,Zwykły
44612,M,28,Pracownik
44613,K,6,Stały klient
44614,M,17,Pracownik
44615,M,54,Stały klient
44616,M,10,Zwykły
44617,K,5,Zwykły
44618,M,50,Pracownik
44619,K,16,Zwykły
44620,M,46,Stały klient
44621,M,59,Stały klient
44622,M,3,Stały klient
44623,M,58,Zwykły
44624,K,61,Stały klient
44625,M,80,Pracownik
44626,K,9,Stały klient
44627,M,30,Pracownik
44628,M,67,Pracownik
44629,M,50,Pracownik
44630,M,4,Pracownik
44631,K,73,Stały klient
44632,M,46,Zwykły
44633,K,71,Pracownik
44634,M,13,Pracownik
44635,M,75,Zwykły
44636,M,48,Stały klient
44637,K,35,Pracownik
44638,K,29,Zwykły
44639,M,80,Pracownik
44640,M,24,Stały klient
44641,K,71,Stały klient
44642,K,68,Pracownik
44643,K,67,Pracownik
44644,K,76,Stały klient
44645,M,34,Pracownik
44646,M,9,Zwykły
44647,K,35,Pracownik
44648,K,46,Pracownik
44649,M,52,Pracownik
44650,K,18,Stały klient
44651,K,8,Stały klient
44652,M,24,Zwykły
44653,K,11,Pracownik
44654,M,41,Stały klient
44655,M,50,Pracownik
44656,M,14,Pracownik
44657,K,65,Stały klient
44658,K,32,Zwykły
44659,M,63,Pracownik
44660,K,28,Stały klient
44661,M,67,Zwykły
44662,M,39,Stały klient
44663,K,70,Zwykły
44664,M,56,Pracownik
44665,K,65,Stały klient
44666,M,27,Zwykły
44667,M,74,Zwykły
44668,M,39,Stały klient
44669,M,60,Zwykły
44670,M,43,Pracownik
44671,M,19,Pracownik
44672,K,62,Zwykły
44673,K,42,Zwykły
44674,M,22,Stały klient
44675,M,60,Stały klient
44676,M,55,Zwykły
44677,M,69,Stały klient
44678,K,61,Zwykły
44679,M,24,Pracownik
44680,M,45,Stały klient
44681,M,18,Stały klient
44682,K,33,Pracownik
44683,M,79,Zwykły
44684,K,62,Zwykły
44685,M,1,Pracownik
44686,M,69,Pracownik
44687,K,52,Stały klient
44688,K,66,Pracownik
44689,M,45,Stały klient
44690,K,54,Zwykły
44691,M,55,Stały klient
44692,K,60,Stały klient
44693,M,1,Stały klient
44694,K,39,Pracownik
44695,M,16,Stały klient
44696,M,1,Pracownik
44697,M,14,Pracownik
44698,M,52,Stały klient
44699,K,74,Stały klient
44700,K,12,Pracownik
44701,M,44,Pracownik
44702,K,48,Pracownik
44703,K,60,Stały klient
44704,K,15,Pracownik
44705,M,36,Pracownik
44706,K,27,Pracownik
44707,M,28,Zwykły
44708,M,20,Pracownik
44709,M,13,Stały klient
44710,K,36,Pracownik
44711,K,18,Zwykły
44712,K,71,Pracownik
44713,K,44,Zwykły
44714,K,23,Stały klient
44715,M,37,Stały klient
44716,K,25,Zwykły
44717,M,29,Pracownik
44718,M,25,Zwykły
44719,K,39,Zwykły
44720,K,56,Pracownik
44721,K,68,Stały klient
44722,K,80,Zwykły
44723,K,25,Stały klient
44724,K,53,Pracownik
44725,M,57,Pracownik
44726,M,23,Stały klient
44727,M,71,Stały klient
44728,M,52,Zwykły
44729,K,63,Stały klient
44730,K,61,Pracownik
44731,K,40,Stały klient
44732,K,29,Stały klient
44733,K,16,Pracownik
44734,M,46,Stały klient
